unique_id,ds,y,Exogenous1,Exogenous2,day_0,day_1,day_2,day_3,day_4,day_5,day_6
BE,2016-12-02 08:00:00,78.06,66971.0,81117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 09:00:00,110.35,66791.0,80472.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 10:00:00,101.96,66037.0,80602.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 11:00:00,78.06,65405.0,79685.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 12:00:00,72.0,64484.0,79350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 13:00:00,68.31,64036.0,78699.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 14:00:00,67.2,63064.0,75104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 15:00:00,64.64,62445.0,72580.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 16:00:00,75.87,63094.0,71444.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 17:00:00,111.8,65824.0,72748.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 18:00:00,113.55,68125.0,77592.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 19:00:00,89.95,67965.0,79618.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 20:00:00,85.62,65130.0,76663.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 21:00:00,47.91,62845.0,72822.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 22:00:00,72.67,62231.0,70199.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-02 23:00:00,61.35,62559.0,73849.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-03 00:00:00,65.19,62216.0,71693.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 01:00:00,55.89,58904.0,66492.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 02:00:00,48.22,57093.0,66580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 03:00:00,46.59,56218.0,62751.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 04:00:00,46.31,55569.0,60519.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 05:00:00,46.54,56110.0,60167.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 06:00:00,43.31,57338.0,62172.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 07:00:00,50.63,58834.0,65810.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 08:00:00,56.1,59654.0,68657.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 09:00:00,60.01,61120.0,70218.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 10:00:00,57.25,60901.0,71848.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 11:00:00,53.3,61363.0,71577.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 12:00:00,53.76,61977.0,72017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 13:00:00,47.86,61728.0,72647.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 14:00:00,42.7,59284.0,67937.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 15:00:00,52.28,57765.0,65179.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 16:00:00,52.0,57544.0,63778.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 17:00:00,64.6,60226.0,65703.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 18:00:00,64.95,63361.0,71264.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 19:00:00,61.2,63357.0,73601.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 20:00:00,51.99,61092.0,71631.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 21:00:00,46.7,58843.0,68585.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 22:00:00,44.33,58231.0,66503.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-03 23:00:00,41.57,59445.0,71142.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-04 00:00:00,44.85,60311.0,69969.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 01:00:00,38.86,57548.0,65861.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 02:00:00,38.25,57185.0,65537.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 03:00:00,36.35,55885.0,61754.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 04:00:00,34.58,55141.0,59279.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 05:00:00,35.38,55312.0,58602.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 06:00:00,36.52,55964.0,59979.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 07:00:00,38.77,56630.0,61845.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 08:00:00,38.23,57178.0,63538.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 09:00:00,41.67,58089.0,64648.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 10:00:00,43.56,58885.0,66815.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 11:00:00,44.0,59141.0,67502.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 12:00:00,41.17,59610.0,68805.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 13:00:00,35.14,59299.0,69440.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 14:00:00,34.2,57039.0,63692.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 15:00:00,35.68,56788.0,60915.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 16:00:00,44.0,57521.0,60002.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 17:00:00,50.1,58870.0,62576.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 18:00:00,53.01,62178.0,68358.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 19:00:00,51.22,63018.0,71528.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 20:00:00,52.65,62249.0,70390.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 21:00:00,44.0,60288.0,67882.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 22:00:00,50.23,59189.0,65488.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-04 23:00:00,39.53,59881.0,69884.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BE,2016-12-05 00:00:00,39.0,59089.0,68432.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 01:00:00,38.01,57262.0,64068.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 02:00:00,35.23,57016.0,64216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 03:00:00,39.0,56279.0,61074.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 04:00:00,38.46,56263.0,59196.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 05:00:00,39.0,56913.0,60474.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 06:00:00,55.1,60086.0,65602.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 07:00:00,66.02,64425.0,73926.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 08:00:00,77.78,67501.0,78648.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 09:00:00,80.0,67534.0,78222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 10:00:00,75.0,66652.0,77916.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 11:00:00,64.19,66004.0,76878.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 12:00:00,65.02,65392.0,76403.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 13:00:00,71.37,64895.0,75966.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 14:00:00,64.97,64586.0,72900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 15:00:00,66.0,64983.0,70439.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 16:00:00,67.63,65548.0,69562.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 17:00:00,81.97,66336.0,72208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 18:00:00,84.5,69218.0,76743.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 19:00:00,81.08,69808.0,79913.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 20:00:00,70.15,67057.0,76525.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 21:00:00,62.51,64556.0,72320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 22:00:00,63.69,63152.0,68883.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-05 23:00:00,62.1,62676.0,72609.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 00:00:00,60.63,62221.0,70755.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 01:00:00,50.74,60319.0,65705.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 02:00:00,52.1,60075.0,65841.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 03:00:00,49.73,58911.0,62727.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 04:00:00,48.19,58071.0,60829.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 05:00:00,54.14,58114.0,61945.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 06:00:00,70.77,62449.0,66279.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 07:00:00,80.0,66663.0,74073.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 08:00:00,80.09,69511.0,78635.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 09:00:00,76.0,69250.0,77820.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 10:00:00,70.29,67389.0,76985.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 11:00:00,69.0,65896.0,75805.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 12:00:00,65.61,64584.0,75516.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 13:00:00,65.42,63878.0,75301.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 14:00:00,67.48,63338.0,71729.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 15:00:00,67.53,63094.0,69550.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 16:00:00,72.97,63877.0,68901.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 17:00:00,89.25,67335.0,70929.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 18:00:00,82.71,69263.0,75692.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 19:00:00,75.84,68747.0,78630.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 20:00:00,70.21,65322.0,75313.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 21:00:00,66.0,63929.0,70796.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 22:00:00,65.26,62587.0,67415.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-06 23:00:00,62.1,62979.0,71183.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BE,2016-12-07 00:00:00,50.96,61694.0,69099.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 01:00:00,49.99,59177.0,64104.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 02:00:00,48.98,59147.0,64425.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 03:00:00,46.08,58162.0,61038.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 04:00:00,46.71,58495.0,59226.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 05:00:00,49.38,58930.0,60573.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 06:00:00,56.25,62168.0,64397.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 07:00:00,69.94,66295.0,72032.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 08:00:00,70.0,67929.0,76854.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 09:00:00,69.08,67579.0,76338.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 10:00:00,68.33,67025.0,75979.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 11:00:00,66.05,66701.0,74923.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 12:00:00,65.0,65375.0,74400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 13:00:00,64.99,64568.0,74128.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 14:00:00,64.1,64747.0,70493.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 15:00:00,58.34,64690.0,68421.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 16:00:00,60.47,64705.0,67300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 17:00:00,69.46,66129.0,69559.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 18:00:00,71.01,68842.0,75077.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 19:00:00,63.15,69237.0,78260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 20:00:00,60.61,66557.0,75036.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 21:00:00,45.05,64284.0,70392.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 22:00:00,45.0,62742.0,66832.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-07 23:00:00,42.98,62724.0,70466.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BE,2016-12-08 00:00:00,37.3,61488.0,68630.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 01:00:00,37.3,59085.0,63597.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 02:00:00,37.3,59032.0,63620.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 03:00:00,35.3,57905.0,60448.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 04:00:00,37.3,57407.0,58651.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 05:00:00,37.3,58001.0,59832.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 06:00:00,48.18,59859.0,63853.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 07:00:00,54.27,63792.0,71594.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 08:00:00,57.12,65349.0,76426.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 09:00:00,55.83,65440.0,75124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 10:00:00,55.08,64948.0,74416.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 11:00:00,51.94,64021.0,73578.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 12:00:00,50.55,63320.0,73084.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 13:00:00,49.07,62872.0,72957.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 14:00:00,48.61,61969.0,69241.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 15:00:00,48.86,61454.0,67054.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 16:00:00,50.81,61795.0,66386.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 17:00:00,60.0,64050.0,68775.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 18:00:00,67.88,66820.0,73963.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 19:00:00,64.56,68070.0,76681.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 20:00:00,48.53,65240.0,73638.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 21:00:00,44.31,63260.0,68886.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 22:00:00,42.46,61716.0,65531.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-08 23:00:00,38.41,61295.0,69223.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BE,2016-12-09 00:00:00,40.27,59609.0,67432.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 01:00:00,36.39,57648.0,63600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 02:00:00,35.34,56599.0,63521.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 03:00:00,34.5,56422.0,59979.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 04:00:00,35.25,56304.0,58554.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 05:00:00,36.36,56826.0,59613.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 06:00:00,41.46,59329.0,63776.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 07:00:00,59.88,64919.0,71297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 08:00:00,61.23,66729.0,76330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 09:00:00,63.92,66042.0,75246.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 10:00:00,60.8,65193.0,74420.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 11:00:00,57.41,64368.0,73464.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 12:00:00,51.69,63185.0,72933.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 13:00:00,52.69,62711.0,72950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 14:00:00,55.07,62188.0,68712.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 15:00:00,55.74,61878.0,66253.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 16:00:00,55.69,62328.0,65127.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 17:00:00,66.0,64128.0,67153.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 18:00:00,68.33,66964.0,72326.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 19:00:00,66.0,67258.0,74107.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 20:00:00,59.6,65322.0,71302.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 21:00:00,38.8,61589.0,67253.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 22:00:00,44.33,59737.0,64511.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-09 23:00:00,40.0,59980.0,68259.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BE,2016-12-10 00:00:00,48.12,57958.0,66509.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 01:00:00,42.05,55397.0,61971.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 02:00:00,40.2,54836.0,62064.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 03:00:00,44.14,53951.0,58027.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 04:00:00,39.7,54137.0,56217.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 05:00:00,39.7,54400.0,55727.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 06:00:00,29.0,55150.0,57642.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 07:00:00,40.0,56380.0,60614.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 08:00:00,48.68,58475.0,63849.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 09:00:00,32.56,59927.0,64982.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 10:00:00,34.13,60568.0,65427.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 11:00:00,39.8,59424.0,64808.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 12:00:00,39.8,59587.0,65045.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 13:00:00,42.18,58357.0,66426.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 14:00:00,39.8,57001.0,61484.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 15:00:00,45.29,56799.0,58774.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 16:00:00,49.93,56055.0,57341.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 17:00:00,54.8,58988.0,59728.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 18:00:00,45.46,61703.0,64982.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 19:00:00,44.72,63276.0,67132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 20:00:00,40.22,60522.0,65522.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 21:00:00,35.0,58239.0,62499.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BE,2016-12-10 22:00:00,35.2,57281.0,60384.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
