unique_id,ds,y,sell_price,event_type_Cultural,event_type_National,event_type_Religious,event_type_Sporting
FOODS_1_001,2011-06-01,0,2.0,0,0,0,0
FOODS_1_001,2011-06-02,2,2.0,0,0,0,0
FOODS_1_001,2011-06-03,0,2.0,0,0,0,0
FOODS_1_001,2011-06-04,0,2.0,0,0,0,0
FOODS_1_001,2011-06-05,0,2.0,0,0,0,0
FOODS_1_001,2011-06-06,0,2.0,0,0,0,0
FOODS_1_001,2011-06-07,0,2.0,0,0,0,0
FOODS_1_001,2011-06-08,1,2.0,0,0,0,0
FOODS_1_001,2011-06-09,4,2.0,0,0,0,0
FOODS_1_001,2011-06-10,0,2.0,0,0,0,0
FOODS_1_001,2011-06-11,0,2.0,0,0,0,0
FOODS_1_001,2011-06-12,3,2.0,0,0,0,1
FOODS_1_001,2011-06-13,0,2.0,0,0,0,0
FOODS_1_001,2011-06-14,1,2.0,0,0,0,0
FOODS_1_001,2011-06-15,1,2.0,0,0,0,0
FOODS_1_001,2011-06-16,0,2.0,0,0,0,0
FOODS_1_001,2011-06-17,2,2.0,0,0,0,0
FOODS_1_001,2011-06-18,3,2.0,0,0,0,0
FOODS_1_001,2011-06-19,2,2.0,1,0,0,0
FOODS_1_001,2011-06-20,3,2.0,0,0,0,0
FOODS_1_001,2011-06-21,1,2.0,0,0,0,0
FOODS_1_001,2011-06-22,1,2.0,0,0,0,0
FOODS_1_001,2011-06-23,0,2.0,0,0,0,0
FOODS_1_001,2011-06-24,2,2.0,0,0,0,0
FOODS_1_001,2011-06-25,1,2.0,0,0,0,0
FOODS_1_001,2011-06-26,0,2.0,0,0,0,0
FOODS_1_001,2011-06-27,1,2.0,0,0,0,0
FOODS_1_001,2011-06-28,0,2.0,0,0,0,0
FOODS_1_001,2011-06-29,0,2.0,0,0,0,0
FOODS_1_001,2011-06-30,0,2.0,0,0,0,0
FOODS_1_001,2011-07-01,0,2.0,0,0,0,0
FOODS_1_001,2011-07-02,3,2.0,0,0,0,0
FOODS_1_001,2011-07-03,0,2.0,0,0,0,0
FOODS_1_001,2011-07-04,1,2.0,0,1,0,0
FOODS_1_001,2011-07-05,0,2.0,0,0,0,0
FOODS_1_001,2011-07-06,1,2.0,0,0,0,0
FOODS_1_001,2011-07-07,0,2.0,0,0,0,0
FOODS_1_001,2011-07-08,1,2.0,0,0,0,0
FOODS_1_001,2011-07-09,2,2.0,0,0,0,0
FOODS_1_001,2011-07-10,0,2.0,0,0,0,0
FOODS_1_001,2011-07-11,0,2.0,0,0,0,0
FOODS_1_001,2011-07-12,4,2.0,0,0,0,0
FOODS_1_001,2011-07-13,0,2.0,0,0,0,0
FOODS_1_001,2011-07-14,1,2.0,0,0,0,0
FOODS_1_001,2011-07-15,1,2.0,0,0,0,0
FOODS_1_001,2011-07-16,1,2.0,0,0,0,0
FOODS_1_001,2011-07-17,1,2.0,0,0,0,0
FOODS_1_001,2011-07-18,1,2.0,0,0,0,0
FOODS_1_001,2011-07-19,1,2.0,0,0,0,0
FOODS_1_001,2011-07-20,1,2.0,0,0,0,0
FOODS_1_001,2011-07-21,2,2.0,0,0,0,0
FOODS_1_001,2011-07-22,0,2.0,0,0,0,0
FOODS_1_001,2011-07-23,2,2.0,0,0,0,0
FOODS_1_001,2011-07-24,0,2.0,0,0,0,0
FOODS_1_001,2011-07-25,0,2.0,0,0,0,0
FOODS_1_001,2011-07-26,0,2.0,0,0,0,0
FOODS_1_001,2011-07-27,1,2.0,0,0,0,0
FOODS_1_001,2011-07-28,0,2.0,0,0,0,0
FOODS_1_001,2011-07-29,2,2.0,0,0,0,0
FOODS_1_001,2011-07-30,0,2.0,0,0,0,0
FOODS_1_001,2011-07-31,1,2.0,0,0,0,0
FOODS_1_001,2011-08-01,0,2.0,0,0,1,0
FOODS_1_001,2011-08-02,0,2.0,0,0,0,0
FOODS_1_001,2011-08-03,1,2.0,0,0,0,0
FOODS_1_001,2011-08-04,1,2.0,0,0,0,0
FOODS_1_001,2011-08-05,0,2.0,0,0,0,0
FOODS_1_001,2011-08-06,0,2.0,0,0,0,0
FOODS_1_001,2011-08-07,0,2.0,0,0,0,0
FOODS_1_001,2011-08-08,0,2.0,0,0,0,0
FOODS_1_001,2011-08-09,0,2.0,0,0,0,0
FOODS_1_001,2011-08-10,0,2.0,0,0,0,0
FOODS_1_001,2011-08-11,0,2.0,0,0,0,0
FOODS_1_001,2011-08-12,0,2.0,0,0,0,0
FOODS_1_001,2011-08-13,0,2.0,0,0,0,0
FOODS_1_001,2011-08-14,0,2.0,0,0,0,0
FOODS_1_001,2011-08-15,0,2.0,0,0,0,0
FOODS_1_001,2011-08-16,0,2.0,0,0,0,0
FOODS_1_001,2011-08-17,0,2.0,0,0,0,0
FOODS_1_001,2011-08-18,0,2.0,0,0,0,0
FOODS_1_001,2011-08-19,0,2.0,0,0,0,0
FOODS_1_001,2011-08-20,0,2.0,0,0,0,0
FOODS_1_001,2011-08-21,0,2.0,0,0,0,0
FOODS_1_001,2011-08-22,0,2.0,0,0,0,0
FOODS_1_001,2011-08-23,0,2.0,0,0,0,0
FOODS_1_001,2011-08-24,0,2.0,0,0,0,0
FOODS_1_001,2011-08-25,0,2.0,0,0,0,0
FOODS_1_001,2011-08-26,0,2.0,0,0,0,0
FOODS_1_001,2011-08-27,0,2.0,0,0,0,0
FOODS_1_001,2011-08-28,0,2.0,0,0,0,0
FOODS_1_001,2011-08-29,0,2.0,0,0,0,0
FOODS_1_001,2011-08-30,0,2.0,0,0,0,0
FOODS_1_001,2011-08-31,0,2.0,0,0,1,0
FOODS_1_001,2011-09-01,0,2.0,0,0,0,0
FOODS_1_001,2011-09-02,0,2.0,0,0,0,0
FOODS_1_001,2011-09-03,0,2.0,0,0,0,0
FOODS_1_001,2011-09-04,0,2.0,0,0,0,0
FOODS_1_001,2011-09-05,0,2.0,0,1,0,0
FOODS_1_001,2011-09-06,0,2.0,0,0,0,0
FOODS_1_001,2011-09-07,0,2.0,0,0,0,0
FOODS_1_001,2011-09-08,0,2.0,0,0,0,0
FOODS_1_001,2011-09-09,0,2.0,0,0,0,0
FOODS_1_001,2011-09-10,0,2.0,0,0,0,0
FOODS_1_001,2011-09-11,0,2.0,0,0,0,0
FOODS_1_001,2011-09-12,0,2.0,0,0,0,0
FOODS_1_001,2011-09-13,0,2.0,0,0,0,0
FOODS_1_001,2011-09-14,0,2.0,0,0,0,0
FOODS_1_001,2011-09-15,0,2.0,0,0,0,0
FOODS_1_001,2011-09-16,0,2.0,0,0,0,0
FOODS_1_001,2011-09-17,0,2.0,0,0,0,0
FOODS_1_001,2011-09-18,0,2.0,0,0,0,0
FOODS_1_001,2011-09-19,0,2.0,0,0,0,0
FOODS_1_001,2011-09-20,0,2.0,0,0,0,0
FOODS_1_001,2011-09-21,0,2.0,0,0,0,0
FOODS_1_001,2011-09-22,0,2.0,0,0,0,0
FOODS_1_001,2011-09-23,0,2.0,0,0,0,0
FOODS_1_001,2011-09-24,0,2.0,0,0,0,0
FOODS_1_001,2011-09-25,0,2.0,0,0,0,0
FOODS_1_001,2011-09-26,0,2.0,0,0,0,0
FOODS_1_001,2011-09-27,0,2.0,0,0,0,0
FOODS_1_001,2011-09-28,0,2.0,0,0,0,0
FOODS_1_001,2011-09-29,0,2.0,0,0,0,0
FOODS_1_001,2011-09-30,0,2.0,0,0,0,0
FOODS_1_001,2011-10-01,0,2.0,0,0,0,0
FOODS_1_001,2011-10-02,0,2.0,0,0,0,0
FOODS_1_001,2011-10-03,0,2.0,0,0,0,0
FOODS_1_001,2011-10-04,0,2.0,0,0,0,0
FOODS_1_001,2011-10-05,0,2.0,0,0,0,0
FOODS_1_001,2011-10-06,0,2.0,0,0,0,0
FOODS_1_001,2011-10-07,0,2.0,0,0,0,0
FOODS_1_001,2011-10-08,0,2.0,0,0,0,0
FOODS_1_001,2011-10-09,0,2.0,0,0,0,0
FOODS_1_001,2011-10-10,0,2.0,0,1,0,0
FOODS_1_001,2011-10-11,0,2.0,0,0,0,0
FOODS_1_001,2011-10-12,0,2.0,0,0,0,0
FOODS_1_001,2011-10-13,0,2.0,0,0,0,0
FOODS_1_001,2011-10-14,0,2.0,0,0,0,0
FOODS_1_001,2011-10-15,0,2.0,0,0,0,0
FOODS_1_001,2011-10-16,0,2.0,0,0,0,0
FOODS_1_001,2011-10-17,0,2.0,0,0,0,0
FOODS_1_001,2011-10-18,0,2.0,0,0,0,0
FOODS_1_001,2011-10-19,0,2.0,0,0,0,0
FOODS_1_001,2011-10-20,0,2.0,0,0,0,0
FOODS_1_001,2011-10-21,0,2.0,0,0,0,0
FOODS_1_001,2011-10-22,0,2.0,0,0,0,0
FOODS_1_001,2011-10-23,0,2.0,0,0,0,0
FOODS_1_001,2011-10-24,0,2.0,0,0,0,0
FOODS_1_001,2011-10-25,0,2.0,0,0,0,0
FOODS_1_001,2011-10-26,0,2.0,0,0,0,0
FOODS_1_001,2011-10-27,0,2.0,0,0,0,0
FOODS_1_001,2011-10-28,0,2.0,0,0,0,0
FOODS_1_001,2011-10-29,0,2.0,0,0,0,0
FOODS_1_001,2011-10-30,0,2.0,0,0,0,0
FOODS_1_001,2011-10-31,0,2.0,1,0,0,0
FOODS_1_001,2011-11-01,0,2.0,0,0,0,0
FOODS_1_001,2011-11-02,3,2.0,0,0,0,0
FOODS_1_001,2011-11-03,1,2.0,0,0,0,0
FOODS_1_001,2011-11-04,4,2.0,0,0,0,0
FOODS_1_001,2011-11-05,2,2.0,0,0,0,0
FOODS_1_001,2011-11-06,1,2.0,0,0,0,0
FOODS_1_001,2011-11-07,0,2.0,0,0,1,0
FOODS_1_001,2011-11-08,2,2.0,0,0,0,0
FOODS_1_001,2011-11-09,1,2.0,0,0,0,0
FOODS_1_001,2011-11-10,0,2.0,0,0,0,0
FOODS_1_001,2011-11-11,1,2.0,0,1,0,0
FOODS_1_001,2011-11-12,0,2.0,0,0,0,0
FOODS_1_001,2011-11-13,6,2.0,0,0,0,0
FOODS_1_001,2011-11-14,1,2.0,0,0,0,0
FOODS_1_001,2011-11-15,0,2.0,0,0,0,0
FOODS_1_001,2011-11-16,0,2.0,0,0,0,0
FOODS_1_001,2011-11-17,0,2.0,0,0,0,0
FOODS_1_001,2011-11-18,1,2.0,0,0,0,0
FOODS_1_001,2011-11-19,3,2.0,0,0,0,0
FOODS_1_001,2011-11-20,4,2.0,0,0,0,0
FOODS_1_001,2011-11-21,0,2.0,0,0,0,0
FOODS_1_001,2011-11-22,0,2.0,0,0,0,0
FOODS_1_001,2011-11-23,1,2.0,0,0,0,0
FOODS_1_001,2011-11-24,0,2.0,0,1,0,0
FOODS_1_001,2011-11-25,2,2.0,0,0,0,0
FOODS_1_001,2011-11-26,0,2.0,0,0,0,0
FOODS_1_001,2011-11-27,0,2.0,0,0,0,0
FOODS_1_001,2011-11-28,1,2.0,0,0,0,0
FOODS_1_001,2011-11-29,0,2.0,0,0,0,0
FOODS_1_001,2011-11-30,8,2.0,0,0,0,0
FOODS_1_001,2011-12-01,3,2.0,0,0,0,0
FOODS_1_001,2011-12-02,1,2.0,0,0,0,0
FOODS_1_001,2011-12-03,1,2.0,0,0,0,0
FOODS_1_001,2011-12-04,5,2.0,0,0,0,0
FOODS_1_001,2011-12-05,3,2.0,0,0,0,0
FOODS_1_001,2011-12-06,2,2.0,0,0,0,0
FOODS_1_001,2011-12-07,0,2.0,0,0,0,0
FOODS_1_001,2011-12-08,1,2.0,0,0,0,0
FOODS_1_001,2011-12-09,0,2.0,0,0,0,0
FOODS_1_001,2011-12-10,0,2.0,0,0,0,0
FOODS_1_001,2011-12-11,2,2.0,0,0,0,0
FOODS_1_001,2011-12-12,0,2.0,0,0,0,0
FOODS_1_001,2011-12-13,1,2.0,0,0,0,0
FOODS_1_001,2011-12-14,0,2.0,0,0,0,0
FOODS_1_001,2011-12-15,1,2.0,0,0,0,0
FOODS_1_001,2011-12-16,2,2.0,0,0,0,0
FOODS_1_001,2011-12-17,2,2.0,0,0,0,0
FOODS_1_001,2011-12-18,6,2.0,0,0,0,0
FOODS_1_001,2011-12-19,2,2.0,0,0,0,0
FOODS_1_001,2011-12-20,3,2.0,0,0,0,0
FOODS_1_001,2011-12-21,5,2.0,0,0,0,0
FOODS_1_001,2011-12-22,3,2.0,0,0,0,0
FOODS_1_001,2011-12-23,5,2.0,0,0,0,0
FOODS_1_001,2011-12-24,1,2.0,0,0,0,0
FOODS_1_001,2011-12-25,0,2.0,0,1,0,0
FOODS_1_001,2011-12-26,1,2.0,0,0,0,0
FOODS_1_001,2011-12-27,1,2.0,0,0,0,0
FOODS_1_001,2011-12-28,1,2.0,0,0,1,0
FOODS_1_001,2011-12-29,0,2.0,0,0,0,0
FOODS_1_001,2011-12-30,0,2.0,0,0,0,0
FOODS_1_001,2011-12-31,2,2.0,0,0,0,0
FOODS_1_001,2012-01-01,2,2.0,0,1,0,0
FOODS_1_001,2012-01-02,0,2.0,0,0,0,0
FOODS_1_001,2012-01-03,0,2.0,0,0,0,0
FOODS_1_001,2012-01-04,1,2.0,0,0,0,0
FOODS_1_001,2012-01-05,1,2.0,0,0,0,0
FOODS_1_001,2012-01-06,0,2.0,0,0,0,0
FOODS_1_001,2012-01-07,1,2.0,0,0,1,0
FOODS_1_001,2012-01-08,0,2.0,0,0,0,0
FOODS_1_001,2012-01-09,0,2.0,0,0,0,0
FOODS_1_001,2012-01-10,0,2.0,0,0,0,0
FOODS_1_001,2012-01-11,2,2.0,0,0,0,0
FOODS_1_001,2012-01-12,0,2.0,0,0,0,0
FOODS_1_001,2012-01-13,1,2.0,0,0,0,0
FOODS_1_001,2012-01-14,0,2.0,0,0,0,0
FOODS_1_001,2012-01-15,1,2.0,0,0,0,0
FOODS_1_001,2012-01-16,1,2.0,0,1,0,0
FOODS_1_001,2012-01-17,1,2.0,0,0,0,0
FOODS_1_001,2012-01-18,0,2.0,0,0,0,0
FOODS_1_001,2012-01-19,0,2.0,0,0,0,0
FOODS_1_001,2012-01-20,4,2.0,0,0,0,0
FOODS_1_001,2012-01-21,1,2.0,0,0,0,0
FOODS_1_001,2012-01-22,1,2.0,0,0,0,0
FOODS_1_001,2012-01-23,0,2.0,0,0,0,0
FOODS_1_001,2012-01-24,0,2.0,0,0,0,0
FOODS_1_001,2012-01-25,0,2.0,0,0,0,0
FOODS_1_001,2012-01-26,0,2.0,0,0,0,0
FOODS_1_001,2012-01-27,0,2.0,0,0,0,0
FOODS_1_001,2012-01-28,2,2.0,0,0,0,0
FOODS_1_001,2012-01-29,4,2.0,0,0,0,0
FOODS_1_001,2012-01-30,0,2.0,0,0,0,0
FOODS_1_001,2012-01-31,1,2.0,0,0,0,0
FOODS_1_001,2012-02-01,0,2.0,0,0,0,0
FOODS_1_001,2012-02-02,0,2.0,0,0,0,0
FOODS_1_001,2012-02-03,0,2.0,0,0,0,0
FOODS_1_001,2012-02-04,0,2.0,0,0,0,0
FOODS_1_001,2012-02-05,2,2.0,0,0,0,1
FOODS_1_001,2012-02-06,0,2.0,0,0,0,0
FOODS_1_001,2012-02-07,0,2.0,0,0,0,0
FOODS_1_001,2012-02-08,1,2.0,0,0,0,0
FOODS_1_001,2012-02-09,2,2.0,0,0,0,0
FOODS_1_001,2012-02-10,0,2.0,0,0,0,0
FOODS_1_001,2012-02-11,1,2.0,0,0,0,0
FOODS_1_001,2012-02-12,3,2.0,0,0,0,0
FOODS_1_001,2012-02-13,0,2.0,0,0,0,0
FOODS_1_001,2012-02-14,0,2.0,1,0,0,0
FOODS_1_001,2012-02-15,0,2.0,0,0,0,0
FOODS_1_001,2012-02-16,2,2.0,0,0,0,0
FOODS_1_001,2012-02-17,0,2.0,0,0,0,0
FOODS_1_001,2012-02-18,0,2.0,0,0,0,0
FOODS_1_001,2012-02-19,0,2.0,0,0,0,0
FOODS_1_001,2012-02-20,0,2.0,0,1,0,0
FOODS_1_001,2012-02-21,1,2.0,0,0,0,0
FOODS_1_001,2012-02-22,1,2.0,0,0,1,0
FOODS_1_001,2012-02-23,0,2.0,0,0,0,0
FOODS_1_001,2012-02-24,4,2.0,0,0,0,0
FOODS_1_001,2012-02-25,0,2.0,0,0,0,0
FOODS_1_001,2012-02-26,3,2.0,0,0,0,0
FOODS_1_001,2012-02-27,1,2.0,0,0,0,0
FOODS_1_001,2012-02-28,0,2.0,0,0,0,0
FOODS_1_001,2012-02-29,1,2.0,0,0,1,0
FOODS_1_001,2012-03-01,1,2.0,0,0,0,0
FOODS_1_001,2012-03-02,2,2.0,0,0,0,0
FOODS_1_001,2012-03-03,3,2.0,0,0,0,0
FOODS_1_001,2012-03-04,0,2.0,0,0,0,0
FOODS_1_001,2012-03-05,0,2.0,0,0,0,0
FOODS_1_001,2012-03-06,1,2.0,0,0,0,0
FOODS_1_001,2012-03-07,0,2.0,0,0,0,0
FOODS_1_001,2012-03-08,0,2.0,0,0,1,0
FOODS_1_001,2012-03-09,2,2.0,0,0,0,0
FOODS_1_001,2012-03-10,2,2.0,0,0,0,0
FOODS_1_001,2012-03-11,3,2.0,0,0,0,0
FOODS_1_001,2012-03-12,1,2.0,0,0,0,0
FOODS_1_001,2012-03-13,0,2.0,0,0,0,0
FOODS_1_001,2012-03-14,1,2.0,0,0,0,0
FOODS_1_001,2012-03-15,1,2.0,0,0,0,0
FOODS_1_001,2012-03-16,0,2.0,0,0,0,0
FOODS_1_001,2012-03-17,1,2.0,1,0,0,0
FOODS_1_001,2012-03-18,0,2.0,0,0,0,0
FOODS_1_001,2012-03-19,0,2.0,0,0,0,0
FOODS_1_001,2012-03-20,1,2.0,0,0,0,0
FOODS_1_001,2012-03-21,0,2.0,0,0,0,0
FOODS_1_001,2012-03-22,1,2.0,0,0,0,0
FOODS_1_001,2012-03-23,2,2.0,0,0,0,0
FOODS_1_001,2012-03-24,2,2.0,0,0,0,0
FOODS_1_001,2012-03-25,2,2.0,0,0,0,0
FOODS_1_001,2012-03-26,7,2.0,0,0,0,0
FOODS_1_001,2012-03-27,1,2.0,0,0,0,0
FOODS_1_001,2012-03-28,0,2.0,0,0,0,0
FOODS_1_001,2012-03-29,1,2.0,0,0,0,0
FOODS_1_001,2012-03-30,3,2.0,0,0,0,0
FOODS_1_001,2012-03-31,0,2.0,0,0,0,0
FOODS_1_001,2012-04-01,3,2.0,0,0,0,0
FOODS_1_001,2012-04-02,0,2.0,0,0,0,0
FOODS_1_001,2012-04-03,2,2.0,0,0,0,0
FOODS_1_001,2012-04-04,0,2.0,0,0,0,0
FOODS_1_001,2012-04-05,1,2.0,0,0,0,0
FOODS_1_001,2012-04-06,4,2.0,0,0,0,0
FOODS_1_001,2012-04-07,2,2.0,0,0,0,0
FOODS_1_001,2012-04-08,2,2.0,1,0,0,0
FOODS_1_001,2012-04-09,0,2.0,0,0,0,0
FOODS_1_001,2012-04-10,0,2.0,0,0,0,0
FOODS_1_001,2012-04-11,0,2.0,0,0,0,0
FOODS_1_001,2012-04-12,0,2.0,0,0,0,0
FOODS_1_001,2012-04-13,2,2.0,0,0,0,0
FOODS_1_001,2012-04-14,2,2.0,0,0,1,0
FOODS_1_001,2012-04-15,3,2.0,0,0,1,0
FOODS_1_001,2012-04-16,0,2.0,0,0,0,0
FOODS_1_001,2012-04-17,1,2.0,0,0,0,0
FOODS_1_001,2012-04-18,0,2.0,0,0,0,0
FOODS_1_001,2012-04-19,1,2.0,0,0,0,0
FOODS_1_001,2012-04-20,0,2.0,0,0,0,0
FOODS_1_001,2012-04-21,4,2.0,0,0,0,0
FOODS_1_001,2012-04-22,0,2.0,0,0,0,0
FOODS_1_001,2012-04-23,0,2.0,0,0,0,0
FOODS_1_001,2012-04-24,1,2.0,0,0,0,0
FOODS_1_001,2012-04-25,0,2.0,0,0,0,0
FOODS_1_001,2012-04-26,0,2.0,0,0,0,0
FOODS_1_001,2012-04-27,1,2.0,0,0,0,0
FOODS_1_001,2012-04-28,0,2.0,0,0,0,0
FOODS_1_001,2012-04-29,2,2.0,0,0,0,0
FOODS_1_001,2012-04-30,1,2.0,0,0,0,0
FOODS_1_001,2012-05-01,2,2.0,0,0,0,0
FOODS_1_001,2012-05-02,1,2.0,0,0,0,0
FOODS_1_001,2012-05-03,0,2.0,0,0,0,0
FOODS_1_001,2012-05-04,2,2.0,0,0,0,0
FOODS_1_001,2012-05-05,1,2.0,1,0,0,0
